time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-01-07T10:10:20.497Z,31.612,-104.099,7.6355,2.9,ml,32,60,0,0.1,tx,tx2024altf,2024-01-08T22:09:31.391Z,"43 km NW of Toyah, Texas",earthquake,0.5183774155,0.4020355196,0.2,40,reviewed,tx,tx
2024-01-07T10:08:16.970Z,17.117,-67.9816666666667,30.34,3.43,md,10,281,1.214,0.22,pr,pr71436493,2024-01-07T10:36:12.760Z,"127 km SW of Pole Ojea, Puerto Rico",earthquake,1.45,16.27,0.0301184653029607,6,reviewed,pr,pr
2024-01-07T08:35:32.810Z,-18.2727,-69.1412,140.459,5.2,mww,72,49,0.752,1.28,us,us6000m2bf,2024-01-08T13:03:29.040Z,"87 km WSW of Curahuara de Carangas, Bolivia",earthquake,6.52,5.402,0.052,36,reviewed,us,us
2024-01-07T07:19:54.257Z,-24.3062,-67.1222,175.467,4.7,mb,42,56,1.66,0.89,us,us6000m2bd,2024-01-07T07:43:41.040Z,"82 km W of San Antonio de los Cobres, Argentina",earthquake,8.14,9.146,0.126,19,reviewed,us,us
2024-01-07T06:58:16.403Z,11.9246,143.2897,10,5,mb,56,68,2.261,0.78,us,us6000m2b9,2024-01-14T07:08:21.854Z,"210 km SW of Merizo Village, Guam",earthquake,7.51,1.859,0.055,110,reviewed,us,us
2024-01-07T06:49:27.745Z,32.387,-101.622,5.7469,3.1,ml,21,51,0,0.2,tx,tx2024almo,2024-01-08T22:13:24.044Z,"17 km SSE of Ackerly, Texas",earthquake,0.7746991901,0.737074623,0.2,22,reviewed,tx,tx
2024-01-07T06:26:56.376Z,37.1974,136.7744,10,4.8,mb,81,65,1.318,0.79,us,us6000m2b6,2024-01-07T06:56:09.040Z,"11 km WSW of Anamizu, Japan",earthquake,5.2,1.853,0.048,139,reviewed,us,us
2024-01-07T05:50:08.032Z,59.4258,-151.5395,43.3,4.3,ml,,,,0.54,ak,ak024bo1buk,2024-01-12T18:33:06.383Z,"8 km SE of Seldovia Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-01-07T05:37:58.496Z,37.4509,137.3033,2.34,4.5,mwr,31,89,0.958,0.89,us,us6000m2b3,2024-01-07T05:58:44.040Z,"43 km NE of Anamizu, Japan",earthquake,3.45,5.003,0.073,18,reviewed,us,us
2024-01-07T05:19:13.523Z,32.39,-101.622,5.2578,2.5,ml,20,50,0,0.1,tx,tx2024aljp,2024-01-08T22:18:41.569Z,"17 km SSE of Ackerly, Texas",earthquake,0.6108866919,0.6444978526,0.2,22,reviewed,tx,tx
2024-01-07T03:49:10.092Z,31.707,-104.174,7.7255,2.5,ml,38,55,0.1,0.2,tx,tx2024algp,2024-01-08T15:14:41.258Z,"54 km W of Mentone, Texas",earthquake,0.6074838977,0.7271970357,0.2,28,reviewed,tx,tx
2024-01-07T03:47:27.739Z,4.7267,127.8165,71.766,4.5,mb,37,108,3.22,0.47,us,us6000m2ap,2024-01-07T04:26:37.040Z,"256 km SE of Pondaguitan, Philippines",earthquake,8.61,5.359,0.103,30,reviewed,us,us
2024-01-07T03:37:11.756Z,-17.4678,127.4786,10,4.1,mb,12,63,1.86,1.12,us,us6000m2am,2024-01-07T04:23:00.335Z,"86 km NNW of Halls Creek, Australia",earthquake,7.09,1.974,0.214,7,reviewed,us,us
2024-01-07T01:02:08.656Z,5.0806,-82.4443,10,4.6,mb,39,153,3.697,0.94,us,us6000m2a6,2024-01-12T01:55:38.922Z,"south of Panama",earthquake,8.87,1.914,0.128,18,reviewed,us,us
2024-01-07T00:40:16.025Z,-7.2443,120.2728,536.862,4.4,mb,28,78,2.275,0.53,us,us6000m2a4,2024-01-07T00:56:24.040Z,"144 km NNE of Labuan Bajo, Indonesia",earthquake,10.41,8.85,0.139,15,reviewed,us,us
2024-01-07T00:17:43.271Z,-21.0834,170.0918,10,4.8,mb,22,211,2.891,0.8,us,us6000m2a0,2024-01-07T00:35:50.040Z,"190 km SSE of Isangel, Vanuatu",earthquake,8.19,1.969,0.121,21,reviewed,us,us
2024-01-07T00:05:18.122Z,8.0164,126.8887,77.784,4.6,mb,31,129,1.603,1.15,us,us6000m29z,2024-01-07T00:38:31.040Z,"48 km E of Santa Maria, Philippines",earthquake,8.83,8.408,0.109,25,reviewed,us,us
